               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.083646,            0.025804,            0.021214,              0.6245,             0.20026,             0.20143,            0.061259,            0.061396,            0.018555,           0.0092918,            0.070492,           0.0032787,           0.0032787
                   1,            0.060993,            0.023123,            0.010389,             0.38011,              0.6061,             0.44257,             0.15684,            0.053304,           0.0098549,           0.0068488,            0.040489,           0.0066087,           0.0066087
                   2,            0.057801,            0.021109,           0.0077138,             0.42076,             0.57426,             0.43842,             0.15736,            0.051751,           0.0092498,           0.0062362,            0.010482,           0.0099355,           0.0099355
                   3,            0.052429,            0.019977,           0.0068948,             0.69766,             0.67166,             0.71555,             0.30669,            0.043449,             0.01091,           0.0066782,           0.0099851,           0.0099851,           0.0099851
                   4,            0.048321,            0.020143,           0.0064826,             0.65153,             0.69253,             0.68303,             0.27303,            0.045429,           0.0089815,           0.0071278,           0.0099851,           0.0099851,           0.0099851
                   5,            0.046588,            0.019554,           0.0055676,             0.65707,             0.71741,             0.70886,             0.34212,            0.042392,           0.0097059,           0.0073121,           0.0099802,           0.0099802,           0.0099802
                   6,            0.043822,            0.019541,           0.0056892,             0.60884,             0.64058,             0.60615,              0.2314,            0.049838,           0.0091782,            0.006481,           0.0099753,           0.0099753,           0.0099753
                   7,             0.04418,             0.01926,           0.0049208,             0.70118,             0.75857,             0.75538,             0.35019,            0.041364,           0.0086047,           0.0051475,           0.0099703,           0.0099703,           0.0099703
                   8,            0.043255,            0.018948,           0.0051938,             0.67039,             0.75527,             0.72814,             0.33587,             0.04206,           0.0081369,           0.0056616,           0.0099654,           0.0099654,           0.0099654
                   9,            0.042556,            0.019121,           0.0047166,              0.7532,             0.73777,             0.77492,             0.36937,            0.040068,           0.0081759,            0.004825,           0.0099604,           0.0099604,           0.0099604
                  10,            0.042433,            0.018463,           0.0045252,             0.72921,             0.74538,             0.77243,             0.36302,            0.040029,           0.0082827,           0.0064387,           0.0099555,           0.0099555,           0.0099555
                  11,            0.042126,            0.019089,           0.0042895,             0.78251,             0.71012,             0.77759,             0.38406,            0.039896,           0.0080678,           0.0057454,           0.0099505,           0.0099505,           0.0099505
                  12,            0.041926,            0.019007,           0.0041466,             0.70967,             0.78103,             0.78574,             0.37691,            0.039918,           0.0081805,           0.0053859,           0.0099456,           0.0099456,           0.0099456
                  13,            0.041024,            0.018096,           0.0040235,             0.69314,             0.80347,             0.76788,             0.34419,            0.039918,           0.0082672,           0.0070536,           0.0099406,           0.0099406,           0.0099406
                  14,            0.040973,            0.018816,           0.0039947,              0.7271,              0.7844,             0.80418,             0.38873,            0.039099,           0.0082349,           0.0038121,           0.0099357,           0.0099357,           0.0099357
                  15,             0.04058,            0.018294,           0.0037519,             0.72889,             0.81671,             0.79122,             0.36582,            0.042284,           0.0080635,           0.0040534,           0.0099307,           0.0099307,           0.0099307
                  16,            0.040002,            0.018317,           0.0037599,             0.80469,             0.77797,             0.81944,             0.40159,             0.03963,           0.0081609,           0.0034178,           0.0099258,           0.0099258,           0.0099258
                  17,            0.040317,            0.018306,           0.0039493,              0.7435,             0.74043,             0.77509,             0.38391,            0.040313,           0.0082357,           0.0047807,           0.0099208,           0.0099208,           0.0099208
                  18,             0.03984,            0.018106,           0.0038063,             0.78647,             0.78539,             0.81274,             0.38453,            0.040587,           0.0082481,             0.00405,           0.0099159,           0.0099159,           0.0099159
                  19,            0.039839,            0.017727,            0.003621,             0.78007,             0.80588,             0.81035,             0.39364,            0.039142,           0.0080185,           0.0050403,           0.0099109,           0.0099109,           0.0099109
                  20,            0.039576,            0.018088,           0.0035127,             0.74312,             0.80987,             0.80021,             0.39459,            0.038876,           0.0079441,           0.0048523,            0.009906,            0.009906,            0.009906
                  21,            0.039278,            0.017884,           0.0031916,             0.81382,             0.74853,             0.82208,             0.39926,            0.039098,           0.0080722,           0.0053144,            0.009901,            0.009901,            0.009901
                  22,            0.039018,            0.018186,           0.0029971,             0.77708,             0.81464,             0.82716,             0.39945,              0.0391,           0.0081721,           0.0040133,           0.0098961,           0.0098961,           0.0098961
                  23,            0.038313,             0.01761,           0.0035862,             0.77105,             0.72033,             0.77659,             0.34923,            0.042338,           0.0083805,           0.0054507,           0.0098911,           0.0098911,           0.0098911
                  24,            0.038543,            0.018079,           0.0030101,             0.79629,             0.73152,             0.79765,             0.38466,            0.040652,           0.0084674,           0.0044884,           0.0098861,           0.0098861,           0.0098861
                  25,            0.038073,            0.017413,           0.0029894,             0.79702,             0.77671,              0.8228,             0.38881,            0.040242,           0.0080753,           0.0040037,           0.0098812,           0.0098812,           0.0098812
                  26,            0.037983,              0.0179,           0.0028744,             0.76336,             0.74828,             0.78869,             0.37392,            0.040326,           0.0083544,           0.0052877,           0.0098763,           0.0098763,           0.0098763
                  27,            0.038182,            0.017538,           0.0029608,             0.77335,             0.74609,             0.79153,             0.38177,            0.039951,           0.0081777,           0.0065113,           0.0098713,           0.0098713,           0.0098713
                  28,            0.037803,            0.017562,           0.0024812,             0.73098,             0.79154,             0.79695,             0.37957,            0.039581,           0.0083709,           0.0062647,           0.0098664,           0.0098664,           0.0098664
                  29,            0.037797,            0.017505,           0.0026068,             0.72862,             0.80333,             0.79853,             0.39127,            0.039124,           0.0081241,           0.0053908,           0.0098614,           0.0098614,           0.0098614
                  30,            0.037043,             0.01741,           0.0029785,             0.80013,             0.76681,             0.80865,             0.38942,            0.039204,           0.0079907,           0.0046128,           0.0098565,           0.0098565,           0.0098565
                  31,            0.037133,            0.017138,           0.0025991,             0.77192,             0.77154,             0.80235,              0.3779,              0.0404,           0.0085419,           0.0041567,           0.0098515,           0.0098515,           0.0098515
                  32,            0.036405,            0.016784,           0.0028333,             0.79164,             0.76327,              0.7781,             0.38872,              0.0397,            0.008245,           0.0060034,           0.0098466,           0.0098466,           0.0098466
                  33,            0.036655,            0.017335,           0.0026299,             0.73647,             0.80236,             0.78242,             0.37016,            0.039481,           0.0084431,           0.0056226,           0.0098416,           0.0098416,           0.0098416
                  34,            0.036256,            0.016939,           0.0024684,             0.77847,             0.79743,             0.80423,             0.38714,            0.038628,           0.0082946,            0.004636,           0.0098367,           0.0098367,           0.0098367
                  35,            0.036991,            0.017194,           0.0024006,             0.76792,             0.80402,             0.80894,             0.37971,            0.040588,           0.0081709,           0.0036761,           0.0098317,           0.0098317,           0.0098317
                  36,             0.03604,            0.016949,           0.0025503,             0.80265,             0.68144,             0.77047,             0.37022,             0.03992,           0.0088103,           0.0064654,           0.0098268,           0.0098268,           0.0098268
                  37,            0.036409,            0.016929,           0.0023852,             0.75394,             0.74604,             0.78041,             0.37234,            0.038876,           0.0085853,           0.0058261,           0.0098218,           0.0098218,           0.0098218
                  38,            0.035696,            0.017085,           0.0024795,              0.7643,             0.73509,             0.78626,             0.37718,            0.039689,           0.0087805,           0.0051585,           0.0098169,           0.0098169,           0.0098169
                  39,            0.036291,            0.017124,           0.0022733,             0.78016,             0.77879,             0.79965,             0.39434,            0.039691,           0.0083539,           0.0050666,           0.0098119,           0.0098119,           0.0098119
                  40,            0.035338,            0.015963,           0.0021546,             0.77186,             0.76399,             0.80185,             0.37835,             0.03931,           0.0091528,           0.0051204,            0.009807,            0.009807,            0.009807
                  41,            0.035917,            0.016617,           0.0022897,             0.82905,             0.69548,             0.79936,             0.37954,             0.03983,           0.0085822,           0.0050879,            0.009802,            0.009802,            0.009802
