               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.096373,            0.042457,             0.02235,             0.18677,             0.49538,             0.15463,            0.047465,            0.068384,            0.041685,            0.018048,              0.0706,           0.0032667,           0.0032667
                   1,            0.071695,            0.037568,           0.0095034,             0.40623,             0.64368,             0.39683,             0.14468,             0.05943,            0.018735,           0.0061904,            0.040578,           0.0065782,           0.0065782
                   2,            0.069989,            0.034232,           0.0069869,             0.39515,             0.60281,              0.4726,              0.1705,            0.060498,            0.018883,           0.0052805,            0.010534,           0.0098678,           0.0098678
                   3,            0.062317,            0.032532,           0.0058275,             0.53468,             0.76594,             0.62007,             0.26351,            0.052756,            0.019803,           0.0047919,            0.009901,            0.009901,            0.009901
                   4,            0.056329,            0.032581,           0.0051401,             0.78977,             0.74547,             0.79508,             0.35169,            0.044211,            0.016096,           0.0066291,            0.009901,            0.009901,            0.009901
                   5,            0.053928,            0.032275,           0.0042661,             0.77372,             0.77225,             0.81106,             0.37612,            0.043991,            0.015894,           0.0052557,            0.009868,            0.009868,            0.009868
                   6,            0.051366,            0.031106,           0.0043635,             0.75891,             0.80255,              0.7981,             0.36225,            0.042603,            0.016414,           0.0043091,            0.009835,            0.009835,            0.009835
                   7,            0.050549,            0.031543,           0.0040102,             0.77409,             0.78429,             0.80988,             0.37943,            0.041914,            0.015774,           0.0065818,            0.009802,            0.009802,            0.009802
                   8,            0.050008,            0.031752,           0.0037371,             0.76059,             0.83577,             0.82499,              0.4071,            0.039554,            0.016007,           0.0043737,            0.009769,            0.009769,            0.009769
                   9,            0.048264,            0.030786,           0.0035558,             0.83899,             0.83415,             0.87067,             0.42199,            0.040071,            0.015038,            0.004373,            0.009736,            0.009736,            0.009736
                  10,            0.047675,            0.030283,            0.003368,             0.81183,             0.82529,             0.85075,             0.42215,            0.041495,            0.015292,           0.0038015,            0.009703,            0.009703,            0.009703
                  11,            0.047442,            0.029329,           0.0036831,             0.81437,              0.7942,             0.83753,              0.4047,            0.041547,            0.015506,           0.0048316,             0.00967,             0.00967,             0.00967
                  12,            0.046563,            0.029001,           0.0029967,              0.8325,             0.77498,             0.85436,             0.42653,            0.040043,            0.015301,           0.0054541,            0.009637,            0.009637,            0.009637
                  13,            0.047024,             0.02947,           0.0029692,             0.84515,             0.82051,             0.87334,             0.45238,            0.038637,            0.014942,           0.0037929,            0.009604,            0.009604,            0.009604
                  14,            0.046148,            0.028235,           0.0026786,             0.85546,              0.8333,              0.8771,             0.44897,            0.037402,            0.014852,           0.0034248,            0.009571,            0.009571,            0.009571
                  15,            0.045704,            0.028688,           0.0027231,             0.84681,             0.78856,             0.85897,             0.44443,            0.038438,            0.015255,           0.0035227,            0.009538,            0.009538,            0.009538
                  16,            0.045237,            0.029149,           0.0026791,             0.86506,             0.80456,             0.88191,             0.45745,            0.037604,            0.014993,           0.0045269,            0.009505,            0.009505,            0.009505
                  17,            0.044916,             0.02809,           0.0024493,             0.83813,              0.8328,              0.8608,             0.45369,            0.037041,            0.015094,           0.0038989,            0.009472,            0.009472,            0.009472
                  18,            0.045228,            0.028636,           0.0023511,             0.81371,              0.8194,             0.84363,             0.42534,            0.039144,            0.014838,           0.0042219,            0.009439,            0.009439,            0.009439
                  19,             0.04438,            0.027845,           0.0024842,              0.8138,             0.75196,             0.82407,             0.42537,            0.038931,            0.015685,           0.0080258,            0.009406,            0.009406,            0.009406
                  20,            0.044393,            0.027461,           0.0025704,             0.86348,             0.82447,             0.88667,             0.46324,            0.037812,            0.014822,           0.0036972,            0.009373,            0.009373,            0.009373
                  21,            0.044399,            0.028693,           0.0024156,             0.84302,             0.82741,             0.85791,             0.44421,            0.037567,            0.014911,           0.0045329,             0.00934,             0.00934,             0.00934
                  22,            0.043865,            0.028445,           0.0021367,             0.84521,             0.82631,             0.86901,             0.44993,             0.03774,            0.014934,           0.0044647,            0.009307,            0.009307,            0.009307
                  23,             0.04402,            0.027808,           0.0021836,             0.83438,             0.83756,             0.88298,              0.4641,            0.037761,            0.014822,           0.0041352,            0.009274,            0.009274,            0.009274
                  24,            0.043595,            0.028284,           0.0020564,             0.85276,             0.84307,             0.89417,             0.47177,            0.036524,            0.014705,           0.0036176,            0.009241,            0.009241,            0.009241
                  25,            0.043297,             0.02785,           0.0018656,              0.8687,             0.81898,             0.88068,               0.469,            0.036984,            0.014723,           0.0037034,            0.009208,            0.009208,            0.009208
                  26,            0.043791,            0.027811,           0.0018695,              0.8481,             0.85617,             0.88374,             0.46066,            0.036999,            0.014858,           0.0034538,            0.009175,            0.009175,            0.009175
                  27,            0.042711,            0.028361,           0.0018452,             0.84976,              0.8346,             0.87289,             0.44345,            0.037541,            0.015009,           0.0052492,            0.009142,            0.009142,            0.009142
                  28,            0.042295,            0.027831,           0.0018817,             0.82217,             0.83109,             0.86372,              0.4376,             0.03768,            0.014912,           0.0064276,            0.009109,            0.009109,            0.009109
                  29,            0.042297,            0.027543,           0.0017592,             0.83264,             0.85336,             0.86643,             0.45353,            0.037722,            0.014975,           0.0043822,            0.009076,            0.009076,            0.009076
                  30,            0.042539,            0.027797,           0.0017442,             0.83261,             0.82031,             0.85995,             0.44696,            0.038337,            0.014812,           0.0047038,            0.009043,            0.009043,            0.009043
