               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.083819,            0.025775,            0.021259,             0.70531,             0.25638,             0.29742,            0.098771,            0.058921,            0.017462,           0.0096746,            0.070492,           0.0032787,           0.0032787
                   1,            0.060601,            0.023068,            0.010341,             0.41827,             0.59217,             0.43633,             0.15274,            0.053553,           0.0096689,           0.0057762,            0.040489,           0.0066087,           0.0066087
                   2,            0.057957,            0.021086,           0.0075745,             0.48735,             0.62615,              0.5157,             0.21213,            0.052863,           0.0098008,           0.0055971,            0.010482,           0.0099355,           0.0099355
                   3,            0.052705,            0.019948,           0.0070142,             0.66722,             0.71953,             0.67791,             0.28972,            0.043823,             0.01016,           0.0060968,           0.0099851,           0.0099851,           0.0099851
                   4,            0.048322,            0.020069,            0.006207,             0.68436,             0.70905,             0.73456,             0.29964,            0.044298,           0.0087419,           0.0051918,           0.0099851,           0.0099851,           0.0099851
                   5,            0.046366,            0.019788,           0.0055738,             0.72245,              0.7391,             0.74388,              0.3482,            0.041067,           0.0088168,           0.0049394,           0.0099802,           0.0099802,           0.0099802
                   6,            0.044222,            0.019513,           0.0057516,             0.75386,             0.73579,             0.76911,             0.35956,            0.039915,           0.0085428,           0.0064877,           0.0099753,           0.0099753,           0.0099753
                   7,            0.044265,            0.019153,           0.0049362,             0.69938,             0.70574,             0.68625,             0.30982,            0.042329,           0.0091672,           0.0069046,           0.0099703,           0.0099703,           0.0099703
                   8,            0.042983,            0.018951,           0.0054198,             0.73424,              0.7639,             0.76757,             0.35545,            0.039521,           0.0080364,           0.0044543,           0.0099654,           0.0099654,           0.0099654
                   9,            0.042627,            0.019231,           0.0047093,             0.72202,             0.77149,             0.78199,             0.36609,            0.040069,           0.0080146,           0.0048249,           0.0099604,           0.0099604,           0.0099604
                  10,            0.042408,            0.018496,           0.0046458,             0.71427,             0.71481,             0.74142,             0.35229,            0.040764,           0.0082946,            0.006842,           0.0099555,           0.0099555,           0.0099555
