               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12869,             0.45766,            0.027603,          0.00030488,          0.00050607,           0.0001531,           3.062e-05,             0.12476,             0.42313,             0.02724,              0.0928,              0.0008,              0.0008
                   1,             0.12502,             0.38434,            0.025873,           0.0043764,           0.0040486,           0.0022068,           0.0005516,             0.12857,             0.50412,            0.025995,            0.084694,           0.0016944,           0.0016944
                   2,             0.12099,             0.35794,            0.022822,             0.01469,            0.018372,           0.0075597,           0.0017695,             0.12566,             0.66984,            0.022955,            0.076583,           0.0025828,           0.0025828
                   3,             0.11263,             0.38155,            0.019318,            0.062274,            0.071862,            0.041045,            0.010448,              0.1168,              0.7528,            0.019463,            0.068465,           0.0034654,           0.0034654
                   4,               0.111,             0.37994,            0.016368,            0.069972,            0.083502,            0.041636,            0.011185,             0.11177,             0.53596,            0.017355,            0.060342,           0.0043419,           0.0043419
                   5,               0.109,             0.37423,            0.013249,             0.58004,            0.092021,            0.050776,            0.015495,             0.11979,             0.55436,            0.016405,            0.052213,           0.0052126,           0.0052126
                   6,             0.11247,             0.44106,            0.013197,             0.61705,             0.11387,            0.087109,            0.028055,             0.10973,              1.1966,            0.016874,            0.044077,           0.0060772,           0.0060772
                   7,             0.11001,             0.44292,            0.012786,             0.62656,             0.17713,            0.093133,            0.027116,             0.10746,              0.5048,            0.016481,            0.035936,            0.006936,            0.006936
                   8,             0.10645,             0.41397,             0.01263,             0.59802,             0.19534,            0.096463,            0.027926,             0.11148,              1.2092,            0.017458,            0.027789,           0.0077888,           0.0077888
                   9,             0.10449,             0.44268,            0.012574,             0.59534,             0.20749,             0.08693,            0.024308,             0.10084,             0.50253,            0.017638,            0.019636,           0.0086357,           0.0086357
                  10,             0.10095,             0.48551,            0.011022,              0.6259,             0.22621,             0.13592,            0.036999,             0.10006,             0.46273,            0.017435,            0.011477,           0.0094766,           0.0094766
                  11,            0.098327,             0.41003,            0.011262,             0.62761,             0.25152,             0.12271,            0.032212,             0.11201,             0.97849,            0.017529,            0.009637,            0.009637,            0.009637
                  12,              0.1037,             0.42756,             0.01143,             0.69021,             0.25405,             0.22391,            0.067303,            0.094685,             0.38119,            0.016624,            0.009637,            0.009637,            0.009637
                  13,            0.092637,             0.45464,            0.011641,             0.66619,             0.23887,             0.24117,            0.064534,             0.10153,             0.80322,             0.01657,            0.009604,            0.009604,            0.009604
                  14,            0.097332,             0.44675,            0.010963,               0.617,             0.25253,             0.16959,            0.046123,             0.10062,             0.43449,            0.016151,            0.009571,            0.009571,            0.009571
                  15,            0.097567,             0.44319,            0.010566,             0.66245,             0.24545,             0.24672,            0.064755,            0.094433,             0.85154,             0.01625,            0.009538,            0.009538,            0.009538
                  16,            0.088336,             0.43759,            0.010986,              0.2289,             0.36468,             0.18116,            0.054738,            0.086972,              0.4461,            0.015493,            0.009505,            0.009505,            0.009505
                  17,            0.089056,             0.47148,            0.010109,             0.69595,              0.2581,             0.30189,            0.091916,            0.092764,             0.73929,            0.016268,            0.009472,            0.009472,            0.009472
                  18,            0.089143,             0.42534,            0.010201,             0.70945,             0.27834,              0.2694,             0.08913,            0.087714,             0.64661,            0.016013,            0.009439,            0.009439,            0.009439
                  19,            0.087357,             0.45918,            0.011143,             0.27813,             0.43045,             0.25865,            0.087188,            0.083178,             0.40222,            0.015515,            0.009406,            0.009406,            0.009406
                  20,            0.088973,             0.44598,            0.010335,             0.72847,               0.292,             0.30379,            0.098138,            0.087828,             0.60584,            0.015505,            0.009373,            0.009373,            0.009373
                  21,            0.090362,             0.46143,             0.01016,             0.78705,             0.29196,              0.3727,             0.13131,            0.089024,             0.38662,            0.015116,             0.00934,             0.00934,             0.00934
                  22,            0.089834,             0.42819,            0.010441,             0.75243,             0.29706,             0.35437,              0.1289,            0.088558,             0.53767,            0.015012,            0.009307,            0.009307,            0.009307
                  23,            0.081947,             0.41237,            0.011531,             0.33741,             0.50749,             0.41466,             0.14303,              0.0768,             0.38838,            0.014733,            0.009274,            0.009274,            0.009274
                  24,             0.08783,             0.47632,            0.010759,             0.76693,             0.31022,             0.39274,             0.14947,            0.090841,             0.52055,             0.01498,            0.009241,            0.009241,            0.009241
                  25,             0.08463,             0.44621,            0.010724,             0.29742,             0.49853,             0.35431,             0.13347,            0.078366,             0.38532,            0.014182,            0.009208,            0.009208,            0.009208
                  26,            0.077694,             0.47191,           0.0099879,             0.30747,             0.51828,             0.32454,              0.1234,            0.077208,               0.389,            0.013399,            0.009175,            0.009175,            0.009175
                  27,            0.082349,              0.4146,           0.0096947,             0.34296,             0.53554,             0.43587,             0.17049,            0.092249,             0.45107,             0.01352,            0.009142,            0.009142,            0.009142
                  28,            0.090716,             0.43397,           0.0098984,             0.32202,             0.57735,             0.44929,             0.17556,            0.072946,             0.38141,            0.013146,            0.009109,            0.009109,            0.009109
                  29,            0.079217,             0.41931,           0.0098542,              0.3424,             0.57484,             0.46251,             0.18004,            0.079883,              0.4432,            0.013375,            0.009076,            0.009076,            0.009076
                  30,            0.085551,             0.47469,            0.010188,             0.33764,              0.5203,             0.37359,             0.14601,            0.087152,              0.3719,            0.013084,            0.009043,            0.009043,            0.009043
                  31,            0.083572,             0.41813,            0.010211,             0.34312,             0.58639,             0.47189,              0.1858,             0.07582,             0.44478,            0.013235,             0.00901,             0.00901,             0.00901
                  32,            0.083339,             0.42821,           0.0099593,             0.36668,             0.58589,              0.4916,             0.21142,            0.081347,              0.3787,            0.012659,            0.008977,            0.008977,            0.008977
                  33,            0.077297,             0.41152,           0.0092662,             0.35751,             0.60836,             0.50523,              0.2131,             0.07272,             0.41075,            0.013116,            0.008944,            0.008944,            0.008944
                  34,            0.074037,             0.40895,            0.009382,             0.33174,             0.52236,             0.41486,              0.1744,            0.095431,             0.36914,            0.012173,            0.008911,            0.008911,            0.008911
                  35,            0.098186,              0.4221,           0.0098341,             0.47539,             0.54643,             0.53606,             0.23597,            0.082759,             0.41043,            0.012655,            0.008878,            0.008878,            0.008878
                  36,            0.083117,              0.4508,           0.0098065,             0.37026,             0.59811,                0.51,             0.20966,            0.072399,             0.38378,            0.012592,            0.008845,            0.008845,            0.008845
                  37,            0.077403,             0.41532,           0.0097756,             0.37498,             0.56698,             0.43482,             0.16532,            0.083508,              0.3981,            0.012743,            0.008812,            0.008812,            0.008812
                  38,            0.082195,             0.42699,           0.0098451,             0.40102,             0.59701,             0.51432,             0.22486,            0.070827,             0.38251,             0.01206,            0.008779,            0.008779,            0.008779
                  39,            0.085105,             0.40012,           0.0095139,             0.33508,             0.47752,             0.34053,            0.099654,            0.090599,              0.3954,             0.01214,            0.008746,            0.008746,            0.008746
                  40,            0.081674,             0.39032,           0.0091754,             0.47027,             0.63264,             0.57809,             0.26179,            0.072751,             0.38293,            0.011667,            0.008713,            0.008713,            0.008713
                  41,            0.074376,             0.41127,           0.0088363,             0.51478,              0.5885,             0.58942,             0.26061,            0.069335,             0.39951,            0.011866,             0.00868,             0.00868,             0.00868
                  42,            0.071155,             0.39763,           0.0091618,             0.37613,             0.54452,             0.38121,             0.12562,            0.083493,             0.42658,            0.012176,            0.008647,            0.008647,            0.008647
                  43,            0.084592,             0.43779,           0.0094254,             0.41583,              0.5947,             0.48064,             0.20503,            0.074582,             0.37333,             0.01166,            0.008614,            0.008614,            0.008614
                  44,            0.079199,             0.41751,           0.0090755,              0.4675,             0.60252,             0.56586,             0.24373,            0.071009,             0.40214,            0.011115,            0.008581,            0.008581,            0.008581
                  45,            0.074408,             0.39276,           0.0083898,             0.47699,             0.60819,             0.57124,             0.25687,            0.066612,             0.37303,            0.011052,            0.008548,            0.008548,            0.008548
                  46,            0.071428,             0.42258,            0.008562,             0.44891,             0.63493,             0.56684,             0.25476,            0.070916,             0.39578,            0.011163,            0.008515,            0.008515,            0.008515
                  47,            0.074565,             0.38403,           0.0084669,              0.4319,             0.59977,             0.48727,             0.20045,            0.073369,             0.37123,            0.010914,            0.008482,            0.008482,            0.008482
                  48,            0.075177,             0.42636,           0.0081207,              0.5274,             0.63712,             0.61346,             0.27113,            0.068596,             0.38832,            0.010661,            0.008449,            0.008449,            0.008449
                  49,            0.074306,             0.43042,           0.0086098,             0.42396,             0.62597,             0.49477,              0.2076,            0.072703,             0.36843,            0.010383,            0.008416,            0.008416,            0.008416
                  50,            0.069938,             0.39874,            0.008572,             0.39183,             0.60192,              0.4439,             0.18076,            0.069728,              0.3782,            0.010487,            0.008383,            0.008383,            0.008383
                  51,            0.072096,             0.40623,           0.0071703,             0.52872,             0.65325,             0.63735,              0.2854,            0.069044,             0.37496,            0.010754,             0.00835,             0.00835,             0.00835
                  52,            0.076587,             0.38041,           0.0083399,             0.43059,             0.60953,             0.47791,             0.20105,            0.081136,             0.36466,            0.010644,            0.008317,            0.008317,            0.008317
                  53,            0.081553,             0.40101,           0.0077866,              0.5465,             0.63671,             0.64252,             0.26475,             0.06886,             0.38928,            0.010761,            0.008284,            0.008284,            0.008284
                  54,            0.072012,             0.42385,           0.0082344,               0.504,             0.66063,              0.6088,             0.27995,            0.066867,             0.36678,            0.010827,            0.008251,            0.008251,            0.008251
                  55,            0.074017,             0.42436,           0.0081349,             0.43938,             0.64201,             0.58226,             0.25235,            0.073088,             0.38807,            0.010747,            0.008218,            0.008218,            0.008218
                  56,            0.073652,             0.41556,           0.0073718,             0.47846,             0.63784,             0.57597,             0.25271,            0.066553,             0.36918,            0.010141,            0.008185,            0.008185,            0.008185
                  57,            0.071855,             0.39503,           0.0073031,             0.44577,              0.6129,             0.52288,             0.21452,            0.067789,             0.36758,            0.010645,            0.008152,            0.008152,            0.008152
                  58,            0.066571,             0.36694,            0.007693,             0.26833,             0.48603,             0.27535,            0.099491,            0.079196,             0.37403,           0.0095665,            0.008119,            0.008119,            0.008119
                  59,            0.082166,             0.40428,            0.007153,             0.49781,             0.58878,             0.54443,             0.22515,            0.071673,             0.36731,           0.0096924,            0.008086,            0.008086,            0.008086
                  60,            0.072824,             0.45516,            0.007066,             0.58135,             0.63113,             0.63191,              0.2772,            0.064033,             0.37764,            0.010112,            0.008053,            0.008053,            0.008053
                  61,            0.068066,             0.37914,           0.0061388,             0.43235,             0.63839,             0.57333,             0.24847,            0.068956,             0.38541,           0.0098297,             0.00802,             0.00802,             0.00802
                  62,            0.070063,             0.42189,           0.0070791,             0.59553,             0.66866,             0.68431,             0.31142,            0.063001,             0.36372,           0.0093712,            0.007987,            0.007987,            0.007987
                  63,            0.068821,             0.39776,           0.0070841,             0.58219,             0.67046,             0.67952,             0.30904,             0.06383,             0.40273,           0.0094299,            0.007954,            0.007954,            0.007954
                  64,            0.066266,             0.38121,           0.0066537,             0.59708,             0.70275,             0.70143,             0.31589,            0.061865,             0.36795,           0.0094727,            0.007921,            0.007921,            0.007921
                  65,            0.070005,             0.40166,           0.0063359,             0.57433,               0.691,             0.67591,             0.29464,            0.066856,             0.37173,           0.0088974,            0.007888,            0.007888,            0.007888
                  66,            0.066756,             0.41323,           0.0063162,             0.45475,             0.65935,             0.56459,             0.23013,            0.068326,             0.40782,           0.0087395,            0.007855,            0.007855,            0.007855
                  67,            0.071884,             0.42507,            0.006235,             0.54702,             0.69442,             0.64389,              0.2892,            0.064114,             0.36682,           0.0086723,            0.007822,            0.007822,            0.007822
                  68,            0.070739,             0.37588,           0.0059083,             0.51693,             0.70327,             0.65769,             0.29149,            0.072857,             0.37699,           0.0083183,            0.007789,            0.007789,            0.007789
                  69,            0.075585,             0.36528,           0.0065022,             0.62113,             0.68826,             0.70173,             0.32491,             0.06737,             0.36786,           0.0082367,            0.007756,            0.007756,            0.007756
                  70,            0.067852,             0.38897,           0.0059951,             0.65371,             0.70907,             0.72195,             0.33765,            0.064193,             0.36822,           0.0079491,            0.007723,            0.007723,            0.007723
                  71,            0.069203,             0.36884,           0.0056513,              0.6153,             0.71122,             0.70506,             0.32966,              0.0664,              0.3666,            0.007827,             0.00769,             0.00769,             0.00769
                  72,            0.066647,             0.39694,            0.005619,             0.64249,              0.7077,             0.71937,             0.33367,            0.062499,             0.37083,           0.0076996,            0.007657,            0.007657,            0.007657
                  73,            0.066445,             0.38676,           0.0055184,             0.62061,             0.72434,             0.71115,             0.32874,            0.063148,             0.36349,           0.0076561,            0.007624,            0.007624,            0.007624
                  74,            0.064565,             0.39655,           0.0053649,             0.58122,             0.67616,             0.68186,             0.31119,            0.063075,             0.38747,           0.0087845,            0.007591,            0.007591,            0.007591
                  75,            0.066087,             0.39582,           0.0061473,              0.5756,             0.70435,             0.69215,             0.32986,             0.06096,             0.37323,           0.0091705,            0.007558,            0.007558,            0.007558
                  76,             0.06557,             0.36398,           0.0053857,             0.52142,             0.69539,              0.6462,             0.26885,            0.068637,             0.37392,           0.0079605,            0.007525,            0.007525,            0.007525
                  77,            0.073674,             0.38065,           0.0054048,             0.58418,             0.68365,             0.65645,             0.29925,            0.068992,             0.36754,           0.0079086,            0.007492,            0.007492,            0.007492
                  78,            0.072684,             0.40271,           0.0051383,              0.6326,             0.70335,             0.71772,             0.33453,            0.065187,             0.37001,           0.0074715,            0.007459,            0.007459,            0.007459
                  79,            0.068116,             0.39752,           0.0053191,             0.58253,             0.68452,             0.68313,             0.30757,            0.064862,             0.36696,           0.0078499,            0.007426,            0.007426,            0.007426
                  80,             0.06897,             0.43203,           0.0052639,             0.64614,              0.7064,             0.73005,             0.35065,            0.063568,             0.37159,           0.0076187,            0.007393,            0.007393,            0.007393
                  81,            0.064974,             0.35501,           0.0052045,             0.64647,             0.72672,             0.72961,             0.34732,            0.060988,             0.36406,           0.0074966,             0.00736,             0.00736,             0.00736
                  82,            0.063013,             0.41446,           0.0052087,             0.64953,             0.71265,             0.72715,             0.34536,            0.064827,             0.38539,           0.0069893,            0.007327,            0.007327,            0.007327
                  83,            0.068542,             0.40456,           0.0052242,             0.66598,             0.72897,             0.74995,             0.35686,            0.060472,             0.36234,           0.0069954,            0.007294,            0.007294,            0.007294
                  84,            0.067895,             0.40255,           0.0049773,             0.56347,             0.68461,              0.6581,             0.30709,            0.071243,             0.37558,           0.0069908,            0.007261,            0.007261,            0.007261
                  85,            0.073464,             0.39121,           0.0052077,             0.67432,             0.70724,             0.73553,             0.34748,            0.063301,             0.36566,           0.0069695,            0.007228,            0.007228,            0.007228
                  86,            0.067815,             0.39828,           0.0048477,             0.63507,             0.68181,             0.70593,             0.33212,            0.065379,             0.37063,           0.0070641,            0.007195,            0.007195,            0.007195
