               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.087793,            0.032961,            0.021586,             0.27986,             0.47903,             0.27606,            0.091783,            0.066751,            0.023955,            0.011808,            0.070448,           0.0032836,           0.0032836
                   1,            0.064931,            0.028651,           0.0087672,             0.42989,             0.58088,             0.45746,             0.16836,            0.059988,            0.014084,           0.0072674,            0.040426,           0.0065951,           0.0065951
                   2,            0.061773,            0.026228,           0.0071319,             0.40572,             0.65374,             0.43944,             0.14183,            0.057243,            0.015115,           0.0061315,            0.010382,           0.0098846,           0.0098846
                   3,            0.055067,            0.024853,           0.0060147,             0.61494,             0.67951,              0.6288,             0.27358,            0.049394,             0.01734,            0.011939,            0.009901,            0.009901,            0.009901
                   4,            0.050132,            0.025277,           0.0054319,             0.71666,              0.7391,             0.73355,             0.29466,            0.046537,            0.013068,           0.0057691,            0.009901,            0.009901,            0.009901
                   5,            0.048596,            0.024724,           0.0050935,             0.72211,             0.76268,              0.7745,             0.37069,            0.043598,            0.013039,           0.0069306,            0.009868,            0.009868,            0.009868
                   6,            0.046605,            0.024708,             0.00464,             0.69512,             0.75537,             0.71841,             0.31772,            0.046589,            0.013242,           0.0074041,            0.009835,            0.009835,            0.009835
                   7,             0.04661,            0.023658,           0.0047986,             0.78874,              0.7926,             0.82209,             0.40373,            0.042462,             0.01237,           0.0055324,            0.009802,            0.009802,            0.009802
                   8,            0.045712,            0.024216,           0.0042394,             0.71808,             0.81901,             0.79439,              0.3719,            0.043998,            0.012641,           0.0074502,            0.009769,            0.009769,            0.009769
                   9,            0.044645,            0.023029,           0.0040271,             0.76539,              0.7938,              0.8155,             0.39462,            0.041491,            0.012327,           0.0061508,            0.009736,            0.009736,            0.009736
                  10,            0.044246,            0.023246,           0.0038207,             0.77674,             0.82053,             0.83767,             0.41565,            0.041693,            0.011998,           0.0059831,            0.009703,            0.009703,            0.009703
                  11,            0.044008,            0.022947,           0.0037815,             0.77545,             0.84189,             0.84706,             0.43019,            0.040277,            0.012088,           0.0052875,             0.00967,             0.00967,             0.00967
                  12,            0.042435,            0.022589,           0.0034392,              0.7108,             0.78167,             0.78979,             0.38519,            0.041382,            0.012547,            0.012483,            0.009637,            0.009637,            0.009637
                  13,             0.04328,            0.022951,           0.0034501,             0.81264,             0.80999,             0.84413,             0.40498,             0.04224,            0.012136,           0.0043432,            0.009604,            0.009604,            0.009604
                  14,             0.04251,            0.023088,           0.0035063,             0.82909,             0.82832,             0.86171,             0.44056,            0.040621,            0.011867,           0.0051454,            0.009571,            0.009571,            0.009571
                  15,            0.042723,            0.022452,           0.0028438,             0.80337,             0.82587,             0.85769,             0.43581,            0.040045,            0.011996,           0.0068357,            0.009538,            0.009538,            0.009538
                  16,            0.042567,            0.022794,           0.0029052,             0.82275,             0.82679,             0.86483,             0.42739,            0.040172,            0.012025,           0.0047279,            0.009505,            0.009505,            0.009505
                  17,            0.042161,             0.02272,           0.0028115,             0.81517,             0.82806,             0.86855,             0.43374,            0.040984,            0.012005,           0.0042905,            0.009472,            0.009472,            0.009472
                  18,            0.041707,            0.022699,            0.003051,             0.81272,             0.80491,             0.84592,             0.43371,            0.039967,            0.012449,           0.0067298,            0.009439,            0.009439,            0.009439
                  19,             0.04157,            0.022741,           0.0028035,             0.85461,             0.81372,             0.88015,             0.44632,            0.039881,            0.011932,            0.003911,            0.009406,            0.009406,            0.009406
                  20,            0.040633,            0.022613,           0.0026989,             0.83265,             0.86233,             0.87357,             0.44264,            0.040449,            0.011827,           0.0037608,            0.009373,            0.009373,            0.009373
                  21,            0.040986,             0.02238,           0.0025489,             0.83413,             0.84533,             0.87809,             0.45375,            0.039707,            0.011817,           0.0036509,             0.00934,             0.00934,             0.00934
                  22,            0.040699,            0.022186,           0.0026466,             0.82222,             0.84487,             0.87517,             0.45131,            0.039536,            0.011994,           0.0037488,            0.009307,            0.009307,            0.009307
                  23,            0.040332,            0.021528,           0.0024454,              0.8203,             0.82998,              0.8725,             0.45727,            0.039628,            0.012196,           0.0053348,            0.009274,            0.009274,            0.009274
                  24,              0.0401,            0.022292,           0.0024106,             0.83952,             0.83971,             0.88652,             0.45977,            0.039553,            0.011765,           0.0051913,            0.009241,            0.009241,            0.009241
                  25,            0.040257,            0.021618,           0.0024393,             0.82642,             0.85444,             0.87392,             0.46071,            0.039761,            0.012042,           0.0041445,            0.009208,            0.009208,            0.009208
                  26,            0.040025,            0.022165,           0.0022945,             0.80523,             0.81508,             0.86461,             0.44729,            0.040268,            0.012131,           0.0059915,            0.009175,            0.009175,            0.009175
                  27,            0.039456,            0.021429,           0.0021407,             0.84541,             0.84046,             0.89117,             0.45788,            0.039417,            0.011627,           0.0050606,            0.009142,            0.009142,            0.009142
                  28,            0.040169,            0.021964,           0.0020755,             0.83622,             0.83223,             0.87658,             0.45944,            0.040058,            0.012014,           0.0056068,            0.009109,            0.009109,            0.009109
                  29,            0.039131,            0.020884,           0.0023462,             0.83765,             0.83329,             0.87739,             0.46078,            0.039287,            0.011756,           0.0049579,            0.009076,            0.009076,            0.009076
                  30,            0.039279,            0.021463,           0.0018371,             0.78491,             0.78581,              0.8328,             0.43287,            0.040707,            0.012448,           0.0093374,            0.009043,            0.009043,            0.009043
